Date,Package,Title
2018-11-23,patternize,Quantification of Color Pattern Variation
2018-11-23,pid,Process Improvement using Data
2018-11-23,RcppThread,R-Friendly Threading in C++
2018-11-23,SqlRender,Rendering Parameterized SQL and Translation to Dialects
2018-11-23,tadaatoolbox,"Helpers for Data Analysis and Presentation Focused on Undergrad
Psychology"
2018-11-22,abn,Modelling Multivariate Data with Additive Bayesian Networks
2018-11-22,asnipe,Animal Social Network Inference and Permutations for Ecologists
2018-11-22,beyondWhittle,Bayesian Spectral Inference for Stationary Time Series
2018-11-22,bssm,"Bayesian Inference of Non-Linear and Non-Gaussian State Space
Models"
2018-11-22,Delaporte,Statistical Functions for the Delaporte Distribution
2018-11-22,FSA,Simple Fisheries Stock Assessment Methods
2018-11-22,goeveg,Functions for Community Data and Ordinations
2018-11-22,gravity,Estimation Methods for Gravity Models
2018-11-22,haven,"Import and Export 'SPSS', 'Stata' and 'SAS' Files"
2018-11-22,hydrostats,Hydrologic Indices for Daily Time Series Data
2018-11-22,IBCF.MTME,"Item Based Collaborative Filtering for Multi-Trait and
Multi-Environment Data"
2018-11-22,iClick,A Button-Based GUI for Financial and Economic Data Analysis
2018-11-22,keras,R Interface to 'Keras'
2018-11-22,momentuHMM,"Maximum Likelihood Analysis of Animal Movement Behavior Using
Multivariate Hidden Markov Models"
2018-11-22,ngstk,Next-Generation Sequencing (NGS) Data Analysis Toolkit
2018-11-22,olsrr,Tools for Building OLS Regression Models
2018-11-22,protr,"Generating Various Numerical Representation Schemes for Protein
Sequences"
2018-11-22,SemiMarkov,Multi-States Semi-Markov Models
2018-11-22,SIfEK,Statistical Inference for Enzyme Kinetics
2018-11-22,tidystringdist,String Distance Calculation with Tidy Data Principles
2018-11-22,TSrepr,Time Series Representations
2018-11-22,vagalumeR,Access to the 'Vagalume' API
2018-11-21,alterryx,An 'API' Client for the 'Alteryx' Gallery
2018-11-21,assertive.data,Assertions to Check Properties of Data
2018-11-21,BIGL,Biochemically Intuitive Generalized Loewe Model
2018-11-21,circlize,Circular Visualization
2018-11-21,cladoRcpp,C++ Implementations of Phylogenetic Cladogenesis Calculations
2018-11-21,dendroTools,"Linear and Nonlinear Methods for Analyzing Dendroclimatological
Data"
2018-11-21,glassdoor,Interface to 'Glassdoor' API
2018-11-21,lime,Local Interpretable Model-Agnostic Explanations
2018-11-21,metacart,"Meta-CART: A Flexible Approach to Identify Moderators in
Meta-Analysis"
2018-11-21,mgcv,"Mixed GAM Computation Vehicle with Automatic Smoothness
Estimation"
2018-11-21,micemd,Multiple Imputation by Chained Equations with Multilevel Data
2018-11-21,ordinalCont,Ordinal Regression Analysis for Continuous Scales
2018-11-21,PMmisc,P&M Miscellaneous R Functions
2018-11-21,spdep,"Spatial Dependence: Weighting Schemes, Statistics and Models"
2018-11-20,assertive.matrices,Assertions to Check Properties of Matrices
2018-11-20,BioInstaller,Integrator of Bioinformatics Resources
2018-11-20,cancensus,Canadian Census Data and Geography from the 'CensusMapper' API
2018-11-20,caret,Classification and Regression Training
2018-11-20,CARS,"Covariate Assisted Ranking and Screening for Large-Scale
Two-Sample Inference"
2018-11-20,ctsem,Continuous Time Structural Equation Modelling
2018-11-20,dobson,Data from the GLM Book by Dobson and Barnett
2018-11-20,farver,Vectorised Colour Conversion and Comparison
2018-11-20,fishmethods,Fishery Science Methods and Models
2018-11-20,GADMTools,Easy Use of 'GADM' Shapefiles
2018-11-20,gcite,Google Citation Parser
2018-11-20,lavaSearch2,Tools for Model Specification in the Latent Variable Framework
2018-11-20,meteoForecast,Numerical Weather Predictions
2018-11-20,mets,Analysis of Multivariate Event Times
2018-11-20,mma,Multiple Mediation Analysis
2018-11-20,modi,"Multivariate Outlier Detection and Imputation for Incomplete
Survey Data"
2018-11-20,naniar,"Data Structures, Summaries, and Visualisations for Missing Data"
2018-11-20,neurobase,"'Neuroconductor' Base Package with Helper Functions for 'nifti'
Objects"
2018-11-20,OjaNP,"Multivariate Methods Based on the Oja Median and Related
Concepts"
2018-11-20,openair,Tools for the Analysis of Air Pollution Data
2018-11-20,opencpu,Producing and Reproducing Results
2018-11-20,optional,Optional Types and Pattern Matching
2018-11-20,pathfindR,Pathway Enrichment Analysis Utilizing Active Subnetworks
2018-11-20,qkerntool,"Q-Kernel-Based and Conditionally Negative Definite Kernel-Based
Machine Learning Tools"
2018-11-20,rhandsontable,Interface to the 'Handsontable.js' Library
2018-11-20,rnrfa,UK National River Flow Archive Data from R
2018-11-20,RSE,Number of Newly Discovered Rare Species Estimation
2018-11-20,rsppfp,R's Shortest Path Problem with Forbidden Subpaths
2018-11-20,scico,Colour Palettes Based on the Scientific Colour-Maps
2018-11-20,SimInf,"A Framework for Data-Driven Stochastic Disease Spread
Simulations"
2018-11-20,speaq,"Tools for Nuclear Magnetic Resonance (NMR) Spectra Alignment,
Peak Based Processing, Quantitative Analysis and Visualizations"
2018-11-20,styler,Non-Invasive Pretty Printing of R Code
2018-11-20,tidygraph,A Tidy API for Graph Manipulation
2018-11-20,whiboclustering,White Box Clustering Algorithm Design
2018-11-20,wikisourcer,Download Public Domain Works from Wikisource
2018-11-19,BHSBVAR,Structural Bayesian Vector Autoregression Models
2018-11-19,CAST,'caret' Applications for Spatial-Temporal Models
2018-11-19,clustvarsel,Variable Selection for Gaussian Model-Based Clustering
2018-11-19,collateral,Quickly Evaluate Captured Side Effects
2018-11-19,colorSpec,Color Calculations with Emphasis on Spectral Data
2018-11-19,deckgl,An R Interface to 'deck.gl'
2018-11-19,dqshiny,Enhance Shiny Apps with Customizable Modules
2018-11-19,EdSurvey,Analysis of NCES Education Survey and Assessment Data
2018-11-19,embed,Extra Recipes for Encoding Categorical Predictors
2018-11-19,epibasix,"Elementary Epidemiological Functions for Epidemiology and
Biostatistics"
2018-11-19,fdq,Forest Data Quality
2018-11-19,ffmetadata,Access to Fragile Families Metadata
2018-11-19,FlexScan,Flexible Scan Statistics
2018-11-19,fslr,"Wrapper Functions for 'FSL' ('FMRIB' Software Library) from
Functional MRI of the Brain ('FMRIB')"
2018-11-19,gginference,Visualise the Results of Inferential Statistics using 'ggplot2'
2018-11-19,GLSE,Graphical Least Square Estimation
2018-11-19,hillR,Diversity Through Hill Numbers
2018-11-19,ITGM,Individual Tree Growth Modeling
2018-11-19,LindleyPowerSeries,Lindley Power Series Distribution
2018-11-19,metR,Tools for Easier Analysis of Meteorological Fields
2018-11-19,MPTmultiverse,Multiverse Analysis of Multinomial Processing Tree Models
2018-11-19,mscstts,"R Client for the Microsoft Cognitive Services 'Text-to-Speech'
REST API"
2018-11-19,NBDesign,"Design and Monitoring of Clinical Trials with Negative Binomial
Endpoint"
2018-11-19,ODS,Statistical Methods for Outcome-Dependent Sampling Designs
2018-11-19,ordering,"Test, Check, Verify, Investigate the Monotonic Properties of
Vectors"
2018-11-19,pivmet,Pivotal Methods for Bayesian Relabelling and k-Means Clustering
2018-11-19,pollimetry,Estimate Pollinator Body Size and Co-Varying Ecological Traits
2018-11-19,polyRAD,"Genotype Calling with Uncertainty from Sequencing Data in
Polyploids and Diploids"
2018-11-19,propr,"Calculating Proportionality Between Vectors of Compositional
Data"
2018-11-19,quanteda,Quantitative Analysis of Textual Data
2018-11-19,RBesT,R Bayesian Evidence Synthesis Tools
2018-11-19,rcosmo,Cosmic Microwave Background Data Analysis
2018-11-19,recipes,Preprocessing Tools to Create Design Matrices
2018-11-19,ref.ICAR,"Objective Bayes Intrinsic Conditional Autoregressive Model for
Areal Data"
2018-11-19,rphylopic,Get 'Silhouettes' of 'Organisms' from 'Phylopic'
2018-11-19,rscopus,Scopus Database 'API' Interface
2018-11-19,RZooRoH,"Partitioning of Individual Autozygosity into Multiple
Homozygous-by-Descent Classes"
2018-11-19,scrm,Simulating the Evolution of Biological Sequences
2018-11-19,secr,Spatially Explicit Capture-Recapture
2018-11-19,spartan,Simulation Parameter Analysis R Toolkit ApplicatioN: 'spartan'
2018-11-19,spreadr,Simulating Spreading Activation in a Network
2018-11-19,StMoSim,Quantile-Quantile Plot with Several Gaussian Simulations
2018-11-19,tensorflow,R Interface to 'TensorFlow'
2018-11-19,tseries,Time Series Analysis and Computational Finance
2018-11-18,argonR,R Interface to Argon HTML Design
2018-11-18,cleanNLP,A Tidy Data Model for Natural Language Processing
2018-11-18,cusum,CUSUM Charts for Monitoring of Hospital Performance
2018-11-18,Fgmutils,Forest Growth Model Utilities
2018-11-18,fungible,Psychometric Functions from the Waller Lab
2018-11-18,icd,Comorbidity Calculations and Tools for ICD-9 and ICD-10 Codes
2018-11-18,IsoSpecR,The IsoSpec Algorithm
2018-11-18,lmviz,A Package to Visualize Linear Models Features and Play with Them
2018-11-18,lvnet,Latent Variable Network Modeling
2018-11-18,NPBayesImputeCat,Non-Parametric Bayesian Multiple Imputation for Categorical Data
2018-11-18,pdR,"Threshold Model and Unit Root Tests in Cross-section and Time
Series Data"
2018-11-18,pems.utils,"Portable Emissions (and Other Mobile) Measurement System
Utilities"
2018-11-18,pinbasic,"Fast and Stable Estimation of the Probability of Informed
Trading (PIN)"
2018-11-18,RainfallErosivityFactor,The Rainfall-Runoff Erosivity Factor
2018-11-18,rcites,R Interface to the Species+ Database
2018-11-18,RcppMsgPack,'MsgPack' C++ Header Files and Interface Functions for R
2018-11-18,rfviz,Interactive Visualization Tool for Random Forests
2018-11-18,scPDSI,"Calculation of the Conventional and Self-Calibrating Palmer
Drought Severity Index"
2018-11-18,sctransform,Variance Stabilizing Transformations for Single Cell UMI Data
2018-11-18,shinyEffects,Customize Your Web Apps with Fancy Effects
2018-11-18,sigmajs,Interface to 'Sigma.js' Graph Visualization Library
2018-11-18,SII,Calculate ANSI S3.5-1997 Speech Intelligibility Index
2018-11-18,SpaDES.core,"Core Utilities for Developing and Running Spatially Explicit
Discrete Event Simulation Models"
2018-11-18,tiler,Create Geographic and Non-Geographic Map Tiles
2018-11-18,TraMineR,"Trajectory Miner: a Toolbox for Exploring and Rendering
Sequences"
2018-11-18,TSMCP,Fast Two Stage Multiple Change Point Detection
2018-11-17,dslice,Dynamic Slicing
2018-11-17,mclust,"Gaussian Mixture Modelling for Model-Based Clustering,
Classification, and Density Estimation"
2018-11-17,ncpen,"Unified Algorithm for Non-convex Penalized Estimation for
Generalized Linear Models"
2018-11-17,rpdo,Pacific Decadal Oscillation Index Data
2018-11-17,svars,Data-Driven Identification of SVAR Models
2018-11-17,wTO,"Computing Weighted Topological Overlaps (wTO) & Consensus wTO
Network"
2018-11-16,BivRec,Bivariate Alternating Recurrent Event Data Analysis
2018-11-16,easyCODA,Compositional Data Analysis in Practice
2018-11-16,ems,"Epimed Solutions Collection for Data Editing, Analysis, and
Benchmark of Health Units"
2018-11-16,evtclass,"Extreme Value Theory for Open Set Classification - GPD and GEV
Classifiers"
2018-11-16,FossilSim,Simulation of Fossil and Taxonomy Data
2018-11-16,GENEAclassify,Segmentation and Classification of Accelerometer Data
2018-11-16,GENEAread,Package for Reading Binary Files
2018-11-16,googleAuthR,Authenticate and Create Google APIs
2018-11-16,instruments,Estimate Regression Models with Instrumental Variables
2018-11-16,ipcwswitch,"Inverse Probability of Censoring Weights to Deal with Treatment
Switch in Randomized Clinical Trials"
2018-11-16,jetpack,A Friendly Package Manager
2018-11-16,lcc,Longitudinal Concordance Correlation
2018-11-16,lori,Low-Rank Interaction Contingency Tables
2018-11-16,MIXFIM,Evaluation of the FIM in NLMEMs using MCMC
2018-11-16,mltest,Classification Evaluation Metrics
2018-11-16,NLMR,Simulating Neutral Landscape Models
2018-11-16,nproc,"Neyman-Pearson (NP) Classification Algorithms and NP Receiver
Operating Characteristic (NP-ROC) Curves"
2018-11-16,psymonitor,Real Time Monitoring of Asset Markets: Bubbles and Crisis
2018-11-16,pterrace,Persistence Terrace for Topological Data Analysis
2018-11-16,randcorr,Generate a Random p x p Correlation Matrix
2018-11-16,RcppGetconf,'Rcpp' Interface for Querying System Configuration Variables
2018-11-16,reproducible,"A Set of Tools that Enhance Reproducibility Beyond Package
Management"
2018-11-16,survELtest,"Comparing Multiple Survival Functions via Empirical Likelihood
(EL) Based Tests"
2018-11-16,tcpl,ToxCast Data Analysis Pipeline
2018-11-16,TGS,Rapid Reconstruction of Time-Varying Gene Regulatory Networks
2018-11-15,crseEventStudy,"A Robust and Powerful Test of Abnormal Stock Returns in
Long-Horizon Event Studies"
2018-11-15,divest,Get Images Out of DICOM Format Quickly
2018-11-15,EpiSignalDetection,Signal Detection Analysis
2018-11-15,FRegSigCom,Functional Regression using Signal Compression Approach
2018-11-15,getTBinR,Get WHO Tuberculosis Data
2018-11-15,ggdistribute,A 'ggplot2' Extension for Plotting Unimodal Distributions
2018-11-15,ggpubr,'ggplot2' Based Publication Ready Plots
2018-11-15,ggvoronoi,Voronoi Diagrams and Heatmaps with 'ggplot2'
2018-11-15,HMMpa,Analysing Accelerometer Data Using Hidden Markov Models
2018-11-15,hommel,"Methods for Closed Testing with Simes Inequality, in Particular
Hommel's Method"
2018-11-15,infer,Tidy Statistical Inference
2018-11-15,ITRLearn,Statistical Learning for Individualized Treatment Regime
2018-11-15,MetaStan,Bayesian Meta-Analysis via 'Stan'
2018-11-15,MultiJoin,"Enables Efficient Joining of Data File on Common Fields using
the Unix Utility Join"
2018-11-15,OsteoBioR,Temporal Estimation of Isotopic Values
2018-11-15,pkggraph,"A Consistent and Intuitive Platform to Explore the Dependencies
of Packages on the Comprehensive R Archive Network Like
Repositories"
2018-11-15,POUMM,The Phylogenetic Ornstein-Uhlenbeck Mixed Model
2018-11-15,powdR,Full Pattern Summation of X-Ray Powder Diffraction Data
2018-11-15,pvar,Calculation and Application of p-Variation
2018-11-15,rrcov,Scalable Robust Estimators with High Breakdown Point
2018-11-15,rtika,R Interface to 'Apache Tika'
2018-11-15,signalHsmm,Predict Presence of Signal Peptides
2018-11-15,spocc,Interface to Species Occurrence Data Sources
2018-11-15,sumFREGAT,Fast Region-Based Association Tests on Summary Statistics
2018-11-15,switchr,"Installing, Managing, and Switching Between Distinct Sets of
Installed Packages"
2018-11-15,tidyposterior,Bayesian Analysis to Compare Models using Resampling Statistics
2018-11-15,UncDecomp,Uncertainty Decomposition
2018-11-14,anytime,Anything to 'POSIXct' or 'Date' Converter
2018-11-14,AutoStepwiseGLM,Builds Stepwise GLMs via Train and Test Approach
2018-11-14,BDgraph,"Bayesian Structure Learning in Graphical Models using
Birth-Death MCMC"
2018-11-14,BondValuation,"Fixed Coupon Bond Valuation Allowing for Odd Coupon Periods and
Various Day Count Conventions"
2018-11-14,bReeze,Functions for Wind Resource Assessment
2018-11-14,DescToolsAddIns,Some Functions to be Used as Shortcuts in 'RStudio'
2018-11-14,dlbayes,"Use Dirichlet Laplace Prior to Solve Linear Regression Problem
and Do Variable Selection"
2018-11-14,EpiReport,Epidemiological Report
2018-11-14,esquisse,Explore and Visualize Your Data Interactively
2018-11-14,flobr,Convert Files to and from Binary Objects (BLOBs)
2018-11-14,forestHES,"Forest Health Evaluation System at the Forest Stand Level in
China"
2018-11-14,gamlss.countKinf,"Generating and Fitting K-Inflated 'discrete gamlss.family'
Distributions"
2018-11-14,GB2group,"Estimation of the Generalised Beta Distribution of the Second
Kind from Grouped Data"
